user_id,signup_date,acquisition_channel,subscription_plan
USR_1834,2025-08-13,Creator_Referral,Pro
USR_1835,2025-09-07,Organic,Free
USR_1836,2025-05-31,Creator_Referral,Free
USR_1837,2025-01-02,Paid_Social,Pro
USR_1838,2025-12-29,Organic,Free
USR_1839,2026-04-28,Paid_Social,Free
USR_1840,2026-04-17,Organic,Free
USR_1841,2025-03-10,Paid_Social,Free
USR_1842,2026-02-22,Paid_Social,Free
USR_1843,2025-07-24,Paid_Social,Free
USR_1844,2026-06-15,Paid_Social,Free
USR_1845,2025-08-03,Search_Ads,Free
USR_1846,2026-03-14,Creator_Referral,Pro
USR_1847,2025-11-09,Paid_Social,Creator_Tier
USR_1848,2026-03-19,Paid_Social,Free
USR_1849,2025-12-21,Organic,Free
USR_1850,2026-04-25,Organic,Pro
USR_1851,2025-09-16,Creator_Referral,Creator_Tier
USR_1852,2026-06-06,Organic,Pro
USR_1853,2026-01-26,Creator_Referral,Free
USR_1854,2026-04-24,Creator_Referral,Free
USR_1855,2026-05-22,Paid_Social,Free
USR_1856,2026-06-30,Organic,Pro
USR_1857,2025-09-12,Paid_Social,Free
USR_1858,2025-10-19,Creator_Referral,Free
USR_1859,2025-09-28,Paid_Social,Free
USR_1860,2025-10-06,Organic,Free
USR_1861,2026-02-26,Creator_Referral,Free
USR_1862,2026-06-29,Organic,Free
USR_1863,2026-06-28,Paid_Social,Free
USR_1864,2026-02-06,Organic,Pro
USR_1865,2026-03-18,Search_Ads,Pro
USR_1866,2026-05-24,Organic,Free
USR_1867,2026-06-13,Creator_Referral,Pro
USR_1868,2025-08-29,Organic,Pro
USR_1869,2026-02-06,Paid_Social,Free
USR_1870,2026-05-17,Creator_Referral,Free
USR_1871,2025-10-28,Creator_Referral,Free
USR_1872,2026-01-02,Organic,Free
USR_1873,2026-06-27,Organic,Free
USR_1874,2026-06-27,Organic,Free
USR_1875,2026-06-06,Search_Ads,Free
USR_1876,2026-05-07,Creator_Referral,Free
USR_1877,2025-10-09,Organic,Free
USR_1878,2025-11-07,Search_Ads,Free
USR_1879,2026-02-13,Organic,Pro
USR_1880,2026-02-18,Creator_Referral,Free
USR_1881,2026-01-28,Paid_Social,Free
USR_1882,2026-03-17,Search_Ads,Free
USR_1883,2025-12-19,Paid_Social,Pro
USR_1884,2026-04-22,Creator_Referral,Creator_Tier
USR_1885,2025-11-13,Search_Ads,Free
USR_1886,2025-11-12,Organic,Free
USR_1887,2025-07-01,Search_Ads,Free
USR_1888,2025-08-19,Paid_Social,Free
USR_1889,2026-05-22,Search_Ads,Pro
USR_1890,2026-01-04,Organic,Free
USR_1891,2025-09-14,Organic,Creator_Tier
USR_1892,2026-04-25,Paid_Social,Free
USR_1893,2026-02-16,Creator_Referral,Free
USR_1894,2025-02-18,Creator_Referral,Pro
USR_1895,2025-11-04,Search_Ads,Free
USR_1896,2025-08-10,Paid_Social,Pro
USR_1897,2026-03-23,Organic,Free
USR_1898,2025-10-13,Creator_Referral,Pro
USR_1899,2025-04-27,Organic,Free
USR_1900,2025-04-13,Organic,Free
USR_1901,2026-02-26,Organic,Pro
USR_1902,2025-02-19,Paid_Social,Free
USR_1903,2026-05-21,Paid_Social,Free
USR_1904,2025-07-25,Creator_Referral,Pro
USR_1905,2026-03-07,Creator_Referral,Free
USR_1906,2026-01-04,Paid_Social,Pro
USR_1907,2026-01-03,Paid_Social,Free
USR_1908,2025-05-05,Search_Ads,Free
USR_1909,2026-05-08,Creator_Referral,Free
USR_1910,2026-06-02,Paid_Social,Free
USR_1911,2025-01-28,Creator_Referral,Creator_Tier
USR_1912,2025-08-11,Creator_Referral,Free
USR_1913,2026-06-05,Search_Ads,Free
USR_1914,2026-02-14,Creator_Referral,Free
USR_1915,2025-07-20,Creator_Referral,Free
USR_1916,2025-08-29,Organic,Free
USR_1917,2026-03-25,Creator_Referral,Pro
USR_1918,2026-04-15,Creator_Referral,Pro
USR_1919,2026-03-04,Paid_Social,Pro
USR_1920,2026-06-18,Creator_Referral,Free
USR_1921,2026-01-24,Organic,Free
USR_1922,2025-10-27,Search_Ads,Free
USR_1923,2026-01-17,Organic,Pro
USR_1924,2025-11-26,Search_Ads,Free
USR_1925,2025-09-12,Organic,Free
USR_1926,2025-04-01,Creator_Referral,Free
USR_1927,2025-11-23,Creator_Referral,Pro
USR_1928,2026-04-10,Paid_Social,Pro
USR_1929,2025-02-13,Organic,Pro
USR_1930,2026-01-01,Search_Ads,Free
USR_1931,2026-03-20,Creator_Referral,Creator_Tier
USR_1932,2026-03-08,Creator_Referral,Free
USR_1933,2026-04-30,Creator_Referral,Free
USR_1934,2026-05-10,Organic,Free
USR_1935,2026-04-11,Creator_Referral,Free
USR_1936,2025-06-08,Organic,Free
USR_1937,2026-01-16,Organic,Free
USR_1938,2026-03-06,Paid_Social,Free
USR_1939,2025-09-25,Creator_Referral,Pro
USR_1940,2025-03-27,Organic,Pro
USR_1941,2025-09-12,Organic,Pro
USR_1942,2026-01-08,Organic,Free
USR_1943,2025-12-21,Organic,Free
USR_1944,2025-08-10,Paid_Social,Pro
USR_1945,2026-05-14,Organic,Free
USR_1946,2026-06-11,Search_Ads,Free
USR_1947,2025-08-28,Organic,Free
USR_1948,2026-06-12,Organic,Pro
USR_1949,2025-02-12,Search_Ads,Free
USR_1950,2026-06-11,Organic,Pro
USR_1951,2026-06-18,Creator_Referral,Free
USR_1952,2025-01-31,Search_Ads,Free
USR_1953,2026-04-26,Search_Ads,Free
USR_1954,2026-06-23,Paid_Social,Free
USR_1955,2026-06-06,Organic,Free
USR_1956,2026-06-23,Creator_Referral,Free
USR_1957,2026-02-14,Search_Ads,Free
USR_1958,2025-05-12,Search_Ads,Free
USR_1959,2026-05-22,Organic,Pro
USR_1960,2026-03-09,Creator_Referral,Free
USR_1961,2026-03-10,Organic,Free
USR_1962,2025-12-23,Organic,Free
USR_1963,2026-02-22,Paid_Social,Free
USR_1964,2025-07-23,Organic,Free
USR_1965,2026-04-19,Organic,Pro
USR_1966,2025-05-09,Organic,Free
USR_1967,2026-04-16,Creator_Referral,Pro
USR_1968,2026-05-21,Organic,Free
USR_1969,2026-01-15,Creator_Referral,Free
USR_1970,2026-01-30,Organic,Pro
USR_1971,2025-11-02,Search_Ads,Free
USR_1972,2026-06-23,Organic,Free
USR_1973,2026-04-17,Creator_Referral,Free
USR_1974,2025-12-01,Organic,Creator_Tier
USR_1975,2025-08-09,Organic,Creator_Tier
USR_1976,2025-09-09,Organic,Free
USR_1977,2026-01-12,Organic,Pro
USR_1978,2026-06-16,Organic,Free
USR_1979,2026-04-18,Creator_Referral,Free
USR_1980,2025-09-06,Paid_Social,Pro
USR_1981,2026-05-24,Organic,Free
USR_1982,2025-12-05,Creator_Referral,Free
USR_1983,2026-05-22,Creator_Referral,Pro
USR_1984,2025-09-23,Organic,Free
USR_1985,2026-03-11,Creator_Referral,Pro
USR_1986,2026-06-12,Organic,Free
USR_1987,2025-10-03,Organic,Free
USR_1988,2026-04-05,Creator_Referral,Free
USR_1989,2026-06-27,Search_Ads,Creator_Tier
USR_1990,2025-07-21,Search_Ads,Free
USR_1991,2025-05-24,Search_Ads,Free
USR_1992,2026-03-29,Creator_Referral,Pro
USR_1993,2025-11-16,Organic,Creator_Tier
USR_1994,2025-05-04,Organic,Creator_Tier
USR_1995,2026-01-16,Organic,Free
USR_1996,2026-04-24,Organic,Free
USR_1997,2025-10-18,Organic,Free
USR_1998,2025-11-14,Creator_Referral,Pro
USR_1999,2026-05-20,Organic,Pro
USR_2000,2026-02-03,Organic,Pro
